Date,BAC,National,Diamond,Pearce
10/9/2014,10926.66667,11163.64583,11439.16667,11561.97411
10/10/2014,10941.04167,11203.73958,11349.89583,11550.37341
10/11/2014,10788.125,11117.11458,11370,11477.22758
10/12/2014,10519.16667,10718.41667,11233.02083,11209.01578
10/13/2014,9342.916667,10697.61458,10916.77083,10704.58175
10/14/2014,10766.35417,9703.4375,9767.708333,10464.64772
10/15/2014,10952.39583,11137.11458,11090.625,11445.52619
10/16/2014,10765.72917,11093.44792,11405.52083,11473.71369
10/17/2014,10858.75,11059.54167,11164.375,11413.03661
10/18/2014,10873.22917,11114.16667,11289.58333,11477.80744
10/19/2014,10082.39583,10791.75,11314.16667,11114.91855
10/20/2014,9043.4375,10174.15625,10494.6875,10289.5748
10/21/2014,10752.5,9639.322917,9511.666667,10353.31091
10/22/2014,10696.25,10958.07292,11128.22917,11312.99842
10/23/2014,10606.97917,10867.86458,11112.1875,11247.8248
10/24/2014,10706.25,10921.29167,10975.10417,11253.02967
10/25/2014,10631.35417,10880.86458,11073.4375,11247.36647
10/26/2014,9893.333333,10581.78125,11009.0625,10880.20675
10/27/2014,8911.145833,10029.61458,10255.3125,10117.50536
10/28/2014,10700.83333,9455.677083,9359.6875,10224.21369
10/29/2014,10563.125,10947.11458,10975.3125,11213.99841
10/30/2014,10800.52083,10950.17708,10928.33333,11278.49147
10/31/2014,10918.125,11135.94792,11097.5,11436.00536
11/1/2014,10867.70833,11125.25,11252.29167,11467.23105
11/2/2014,9084.166667,10647.80208,11177.08333,10688.49841
11/3/2014,8907.8125,9122.572917,9506.770833,9564.533136
11/4/2014,8980,9144.03125,9216.354167,9498.942859
11/5/2014,9147.083333,9220.3125,9243.958333,9589.265775
11/6/2014,8944.375,9213.947917,9384.895833,9566.55397
11/7/2014,9040.104167,9181.927083,9240,9539.49147
11/8/2014,8998.4375,9191.708333,9299.6875,9548.758831
11/9/2014,8943.333333,9207.625,9251.666667,9519.689386
11/10/2014,9075.416667,9155.447917,9217.083333,9534.797025
11/11/2014,27654.6875,14730.28125,9301.666667,17614.35953
11/12/2014,38170.83333,38315.07292,31657.39583,36433.24841
11/13/2014,38070.83333,38463.88542,38795.83333,38828.99841
11/14/2014,38047.91667,38370.04167,38805.20833,38793.20328
11/15/2014,33446.875,37966.92708,38907.29167,37159.17897
11/16/2014,13358.85417,22359.32292,30997.91667,22624.17897
11/17/2014,8980.625,10073.23958,13777.5,11329.26925
11/18/2014,8893.645833,9054.021277,9351.145833,9485.085367
11/19/2014,8729.479167,9075.78125,9254.583333,9405.42897
11/20/2014,8873.958333,8961.395833,9142.5,9378.099108
11/21/2014,8865.3125,9132.895833,9254.166667,9469.606053
11/22/2014,8904.270833,9061.28125,9280.520833,9467.505358
11/23/2014,8991.979167,9119.625,9333.020833,9533.689386
11/24/2014,8886.458333,9108,9410.833333,9520.578275
11/25/2014,8899.270833,9102.791667,9355.104167,9504.536609
11/26/2014,8875.9375,9069.489583,9415.416667,9505.762303
11/27/2014,8941.770833,9053.71875,9429.583333,9527.172025
11/28/2014,8927.916667,9131.25,9519.895833,9578.501886
11/29/2014,8996.25,9119.041667,9555.520833,9609.08522
11/30/2014,8910.3125,9164.197917,9645.208333,9625.387303
12/1/2014,9051.5625,9069.479167,9593.75,9623.744942
12/2/2014,14963.22917,11883.3125,9722.708333,12575.23105
12/3/2014,15308.33333,15117.51042,15665.625,15749.30397
12/4/2014,15165.625,15103.70833,16240.625,15888.8005
12/5/2014,15321.875,15174.32292,16048.95833,15900.53314
12/6/2014,15267.70833,15127.80208,16192.70833,15914.8873
12/7/2014,15108.33333,14685.98958,16089.58333,15680.11647
12/8/2014,14561.45833,14713.33333,15866.66667,15432.63383
12/9/2014,15621.875,15233.21875,15258.33333,15756.62341
12/10/2014,15478.125,15415.27083,16453.125,16167.65466
12/11/2014,15395.83333,15289.48958,16306.25,16049.33869
12/12/2014,15447.91667,15298.6875,16185.41667,16029.488
12/13/2014,15419.79167,15377.19792,16263.54167,16072.32481
12/14/2014,14885.41667,14876.40625,16214.58333,15710.9498
12/15/2014,13754.16667,14111.14583,15554.16667,14858.64078
12/16/2014,15235.41667,14655.07292,14327.08333,15124.67203
12/17/2014,15237.5,15190.45833,15916.66667,15833.68939
12/18/2014,15326.04167,15121.64583,15936.45833,15846.863
12/19/2014,15447.91667,15344.73958,16003.125,15984.0748
12/20/2014,15382.29167,15240.42708,16133.33333,15970.83175
12/21/2014,14865.625,14917.39583,16050,15663.15466
12/22/2014,13642.70833,14045.63542,15420.83333,14755.20675
12/23/2014,15300,14621.85417,14097.91667,15058.738
12/24/2014,15313.54167,15216.33333,15872.91667,15853.07828
12/25/2014,15278.125,15191.52083,15909.375,15845.15466
12/26/2014,13644.79167,14117.85417,15850,14923.02967
12/27/2014,15256.25,14568.16667,14048.95833,15009.93939
12/28/2014,14806.25,14828.39583,15778.125,15523.07133
12/29/2014,13672.91667,13980.95833,15278.125,14696.14772
12/30/2014,15220.83333,14611.02083,14046.875,15011.72411
12/31/2014,15281.25,15185.36458,15767.70833,15796.92202
1/1/2015,15270.83333,15173.11458,15830.20833,15810.1998
1/2/2015,13411.45833,13862.38542,15766.66667,14732.31786
1/3/2015,15133.33333,14825.11458,13830.20833,14981.6998
1/4/2015,14301.04167,14631.10417,15827.08333,15305.22411
1/5/2015,13369.79167,13691.02083,14909.375,14375.54355
1/6/2015,15178.125,14903.51042,13934.375,15057.48453
1/7/2015,15171.875,15272.96875,15888.54167,15829.94286
1/8/2015,15151.04167,15316.27083,15851.04167,15824.93244
1/9/2015,15154.16667,15245.96875,15835.41667,15797.33175
1/10/2015,15213.54167,15304.13542,15835.41667,15836.51231
1/11/2015,14351.04167,14768.15625,15853.125,15376.25536
1/12/2015,13351.04167,13661.83333,14939.58333,14369.63383
1/13/2015,15246.875,14959.38542,13870.83333,15077.84564
1/14/2015,15172.91667,15400.22917,15894.79167,15874.79356
1/15/2015,15109.375,15350,15885.41667,15833.74494
1/16/2015,15246.875,15238.375,15797.91667,15813.20328
1/17/2015,15476.04167,15712.46875,15934.375,16093.10953
1/18/2015,14398.95833,14907.86458,16159.375,15540.88036
1/19/2015,13462.5,13778.05208,14932.29167,14443.09564
1/20/2015,15235.41667,15001.76042,13938.54167,15110.72064
1/21/2015,15248.95833,15428.33333,15840.625,15891.45327
1/22/2015,15150,15350.70833,15853.125,15836.75883
1/23/2015,15187.5,15361.8125,15730.20833,15811.988
1/24/2015,15159.375,15318.625,15763.54167,15799.32828
1/25/2015,14260.41667,14712.1875,15730.20833,15286.41855
1/26/2015,13363.54167,13655.22917,14684.375,14286.52967
1/27/2015,14870.83333,14816.91667,13773.95833,14872.71716
1/28/2015,14988.54167,15075.52083,15354.16667,15524.89078
1/29/2015,14917.70833,15083.14583,15471.875,15543.05744
1/30/2015,15055.20833,15184.86458,15425,15607.17202
1/31/2015,15251.04167,15282.75,15576.04167,15755.4255
2/1/2015,14371.875,14917.96875,15710.41667,15385.56786
2/2/2015,10369.6875,12505.38542,14773.95833,12935.15814
2/3/2015,12662.29167,11691.79167,10706.875,12072.46717
2/4/2015,12911.45833,13155.66667,12940.625,13388.06439
2/5/2015,12303.125,13051.36458,13307.29167,13272.74147
2/6/2015,11745,12380.90625,12728.125,12670.15814
2/7/2015,11607.5,11969.66667,12139.58333,12291.06439
2/8/2015,10679.6875,11444.33333,11957.29167,11745.91855
2/9/2015,9788.75,10568.07292,10997.39583,10836.8873
2/10/2015,11466.97917,10886.64583,10128.85417,11212.97411
2/11/2015,11523.75,11884.91667,11696.97917,12087.363
2/12/2015,11481.66667,11835.58333,11841.66667,12105.11994
2/13/2015,11495.3125,11823.13542,11792.70833,12089.1998
2/14/2015,11457.1875,11796.46875,11815.625,12075.24147
2/15/2015,10685.41667,11345.32292,11766.875,11651.35258
2/16/2015,9808.75,10631,10949.89583,10848.69633
2/17/2015,11374.27083,10789.98958,10117.91667,11146.20675
2/18/2015,11470.3125,11790.42708,11596.875,12004.68591
2/19/2015,11442.91667,11798.92708,11767.70833,12055.33175
2/20/2015,11408.33333,11773.60417,11751.875,12030.08522
2/21/2015,11432.91667,11730.47917,11705,12008.27967
2/22/2015,10551.14583,11342.79167,11753.125,11601.16855
2/23/2015,9824.0625,10641.70833,10995.9375,10872.71716
2/24/2015,11449.27083,10992.4375,10306.14583,11301.43244
2/25/2015,11475.3125,11771.23958,11714.47917,12039.15814
2/26/2015,11476.25,11815.78125,11786.875,12078.4498
2/27/2015,11843.64583,12197.20833,11802.08333,12333.12688
2/28/2015,11928.125,12321.91667,12217.70833,12541.39772
3/1/2015,11746.45833,12263.70833,12330.20833,12498.93938
3/2/2015,10501.97917,12257.52128,12758.33333,12224.75898
3/3/2015,11680.52083,11627.0625,11681.25,12048.4255
3/4/2015,11523.95833,12057.97917,12101.04167,12279.80744
3/5/2015,11378.75,11826.23958,11892.70833,12084.71369
3/6/2015,12394.6875,12060.04167,11733.33333,12448.16855
3/7/2015,12833.33333,13069.1875,12660.41667,13239.79355
3/8/2015,12032.29167,12883.38542,13217.70833,13096.60953
3/9/2015,10651.14583,11650.69792,12456.25,11971.5123
3/10/2015,11741.45833,11577.97917,11005.41667,11827.09911
3/11/2015,11721.35417,12079.27083,12044.79167,12333.95328
3/12/2015,11676.66667,12076.03125,12047.91667,12319.01925
3/13/2015,11610.9375,11958.73958,12020.83333,12248.98452
3/14/2015,11624.89583,11936.65625,11921.875,12213.29008
3/15/2015,11093.95833,11696.05208,11969.79167,11972.08175
3/16/2015,10191.66667,10902.98958,11445.83333,11232.31091
3/17/2015,11450.625,11158.4375,10502.8125,11422.77272
3/18/2015,10481.66667,11736.94792,11763.54167,11712.86647
3/19/2015,10614.375,10447.03125,10884.375,11034.0748
3/20/2015,11492.5,11435.58333,10808.4375,11630.988
3/21/2015,11350.41667,11726.39583,11847.91667,12027.05744
3/22/2015,10877.39583,11451.64583,11671.875,11719.11994
3/23/2015,9894.6875,10676.8125,11242.70833,10990.21716
3/24/2015,11172.5,10863.17708,10255.10417,11149.0748
3/25/2015,11448.85417,11707.58333,10586.59091,11633.15719
3/26/2015,11508.125,11838.28125,11258.39962,11920.41634
3/27/2015,11564.375,11895.04167,11258.39962,11958.08648
3/28/2015,11627.5,11948.79167,11930.20833,12220.98105
3/29/2015,11453.22917,11944.80208,11984.375,12179.61647
3/30/2015,10480.52083,11170.625,11829.16667,11545.58522
3/31/2015,11554.16667,11475.33333,10828.75,11671.56439
4/1/2015,11629.79167,11963.15625,11860.41667,12203.26925
4/2/2015,10785.20833,11159.51042,11991.66667,11697.60953
4/3/2015,10942.1875,11174.04167,11088.54167,11453.738
4/4/2015,10925.3125,11317.03125,11276.66667,11558.48453
4/5/2015,10249.0625,11007.22917,11269.79167,11227.50883
